transaction_id,award_id,recipient_name,recipient_uei,action_date,transaction_amount_usd,award_type,awarding_agency,awarding_sub_agency,funding_agency,funding_sub_agency,naics_code,naics_description,psc_code,psc_description,transaction_description,primary_place_of_performance
292045244,89503423FWA401495,"CAPRICE ELECTRONICS, INC",MKZJBAQV2BM3,2024-09-26,0.0,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,332510,HARDWARE MANUFACTURING,4240,SAFETY AND RESCUE EQUIPMENT,CLOSEOUT MODIFICATION FOR FALL PROTECTION EQUIPMENT FOR SDMO ELECTRICIANS,"{'city_name': 'BROOKLYN', 'congressional_code': '08', 'country_name': 'UNITED STATES', 'county_code': '047', 'county_name': 'KINGS', 'location_country_code': 'USA', 'state_code': 'NY', 'state_name': 'New York', 'zip4': '1412', 'zip5': '11224'}"
292045275,89503423PWA001510,RURAL ELECTRIC SUPPLY COOPERATIVE,UUCDXDGRDWB7,2024-09-26,0.0,PURCHASE ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,335999,ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING,5935,"CONNECTORS, ELECTRICAL",CLOSEOUT MODIFICATION FOR SC DN RESTOCK 230KV CONDUCTOR DAMPERS FROM WT GR STORM 2022,"{'city_name': 'MADISON', 'congressional_code': '02', 'country_name': 'UNITED STATES', 'county_code': '025', 'county_name': 'DANE', 'location_country_code': 'USA', 'state_code': 'WI', 'state_name': 'Wisconsin', 'zip4': '4430', 'zip5': '53744'}"
292045296,89503423PWA001550,"CHESTER SUPPLY, LLC",CQYNXV5K7MT3,2024-09-26,0.0,PURCHASE ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,335999,ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING,6150,MISCELLANEOUS ELECTRIC POWER AND DISTRIBUTION EQUIPMENT,CLOSEOUT MODIFICATION FOR TY 362 RPL INTERRUPTER BOTTLE,"{'city_name': 'BALLWIN', 'congressional_code': '02', 'country_name': 'UNITED STATES', 'county_code': '189', 'county_name': 'SAINT LOUIS', 'location_country_code': 'USA', 'state_code': 'MO', 'state_name': 'Missouri', 'zip4': '7935', 'zip5': '63021'}"
292045298,89503423PWA001555,ENERGY BY NATIVE AMERICAN DESIGN CORP,JEAMNJKK7LG4,2024-09-26,0.0,PURCHASE ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,332510,HARDWARE MANUFACTURING,5340,"HARDWARE, COMMERCIAL",CLOSEOUT MODIFICATION FOR REPLACEMENT MATERIAL FOR RAPID CITY - HUGHES PARTS - RC,"{'city_name': 'PARKER', 'congressional_code': '09', 'country_name': 'UNITED STATES', 'county_code': '012', 'county_name': 'LA PAZ', 'location_country_code': 'USA', 'state_code': 'AZ', 'state_name': 'Arizona', 'zip4': '5721', 'zip5': '85344'}"
292045308,89503423PWA001582,HITACHI ENERGY USA INC.,HK2JHK5LJE42,2024-09-26,0.0,PURCHASE ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,335311,"POWER, DISTRIBUTION, AND SPECIALTY TRANSFORMER MANUFACTURING",4520,SPACE AND WATER HEATING EQUIPMENT,MOD 0001 - CLOSEOUT.  SC PCB 1662 TANK HEATER REPLACEMENT,"{'city_name': 'RALEIGH', 'congressional_code': '02', 'country_name': 'UNITED STATES', 'county_code': '183', 'county_name': 'WAKE', 'location_country_code': 'USA', 'state_code': 'NC', 'state_name': 'North Carolina', 'zip4': '5293', 'zip5': '27606'}"
292045318,89503423PWA001619,KEMP CURT,XDCQY5L8SXD9,2024-09-26,0.0,PURCHASE ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,811412,APPLIANCE REPAIR AND MAINTENANCE,N041,"INSTALLATION OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT",CLOSEOUT MODIFICATION FOR TROUBLESHOOT AND REPAIR LIEBERT UNIT IN THE SERVER ROOM  AND REPLACE EXISTING HVAC AT THE  HURON SUB,"{'city_name': 'HURON', 'congressional_code': '00', 'country_name': 'UNITED STATES', 'county_code': '005', 'county_name': 'BEADLE', 'location_country_code': 'USA', 'state_code': 'SD', 'state_name': 'South Dakota', 'zip4': '2474', 'zip5': '57350'}"
292048161,89603022F0010,"LUMEN TECHNOLOGIES GOVERNMENT SOLUTIONS, INC.",LL22S1ELLY93,2024-09-26,93606.99,DELIVERY ORDER,Department of Energy,Federal Energy Regulatory Commission,Department of Energy,Federal Energy Regulatory Commission,517110,WIRED TELECOMMUNICATIONS CARRIERS,DG11,IT AND TELECOM - NETWORK: SATELLITE COMMUNICATIONS AND TELECOM ACCESS SERVICES,AWARD OF EIS MTIPS TASK ORDER MOD TO PARTIALLY FUND THE BASE PERIOD ADDING NEW LINE ITEMS MOD TO ADD DDOS EXERCISE OPTION PERIOD 1 MOD TO EXERCISE OPTION PERIOD 2 ADD LINE ITEMS & FUNDS,"{'city_name': 'WASHINGTON', 'congressional_code': '98', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'DISTRICT OF COLUMBIA', 'location_country_code': 'USA', 'state_code': 'DC', 'state_name': 'District Of Columbia', 'zip4': '0001', 'zip5': '20426'}"
292048245,89603022P0029,IHS GLOBAL INC,C19ELN62VL28,2024-09-26,0.0,PURCHASE ORDER,Department of Energy,Federal Energy Regulatory Commission,Department of Energy,Federal Energy Regulatory Commission,519130,INTERNET PUBLISHING AND BROADCASTING AND WEB SEARCH PORTALS,7630,NEWSPAPERS AND PERIODICALS,US ECONOMIC SERVICE - LONG TERM & CAPITAL COST SUBSCRIPTION-EXERCISE OPTION PERIOD 2 CLIN 20001 UNDER SAF,"{'city_name': 'WASHINGTON', 'congressional_code': '98', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'DISTRICT OF COLUMBIA', 'location_country_code': 'USA', 'state_code': 'DC', 'state_name': 'District Of Columbia', 'zip4': '0003', 'zip5': '20426'}"
292048376,89603023P0043,"PURDUE APPLIED RESEARCH INSTITUTE, LLC",SGDKT3GJ9GC3,2024-09-26,373700.0,PURCHASE ORDER,Department of Energy,Federal Energy Regulatory Commission,Department of Energy,Federal Energy Regulatory Commission,541620,ENVIRONMENTAL CONSULTING SERVICES,F115,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL CONSULTING AND LEGAL SUPPORT,ENGINEERING SUPPORT SERVCICES (ESS),"{'city_name': 'WASHINGTON', 'congressional_code': '98', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'DISTRICT OF COLUMBIA', 'location_country_code': 'USA', 'state_code': 'DC', 'state_name': 'District Of Columbia', 'zip4': '0003', 'zip5': '20426'}"
292048388,89603024F0012,"MOBOMO, LLC",YF3QLA2LEC61,2024-09-26,10488.13,DELIVERY ORDER,Department of Energy,Federal Energy Regulatory Commission,Department of Energy,Federal Energy Regulatory Commission,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,R499,SUPPORT- PROFESSIONAL: OTHER,FERC MODERNIZATION AND IMPLEMENTATION.,"{'city_name': 'WASHINGTON', 'congressional_code': '98', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'DISTRICT OF COLUMBIA', 'location_country_code': 'USA', 'state_code': 'DC', 'state_name': 'District Of Columbia', 'zip4': '0001', 'zip5': '20426'}"
292048401,89603024F0026,ARCHITECHTURE SOLUTIONS LLC,HQAJMSZDK666,2024-09-26,0.0,DELIVERY ORDER,Department of Energy,Federal Energy Regulatory Commission,Department of Energy,Federal Energy Regulatory Commission,541519,OTHER COMPUTER RELATED SERVICES,7A20,IT AND TELECOM - APPLICATION DEVELOPMENT SOFTWARE (PERPETUAL LICENSE SOFTWARE),RECAST SOFTWARE RIGHT CLICK TOOLS SUBSCRIPTION,"{'city_name': 'WASHINGTON', 'congressional_code': '98', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'DISTRICT OF COLUMBIA', 'location_country_code': 'USA', 'state_code': 'DC', 'state_name': 'District Of Columbia', 'zip4': '0002', 'zip5': '20426'}"
292048446,89603024F0075,DISTRIBUTED TECHNOLOGY GROUP LLC,ZK6MUHQC6DE4,2024-09-26,125848.93,DELIVERY ORDER,Department of Energy,Federal Energy Regulatory Commission,Department of Energy,Federal Energy Regulatory Commission,541519,OTHER COMPUTER RELATED SERVICES,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),SOFTWARE COMPOSITION ANALYSIS RENEWAL,"{'city_name': 'WASHINGTON', 'congressional_code': '98', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'DISTRICT OF COLUMBIA', 'location_country_code': 'USA', 'state_code': 'DC', 'state_name': 'District Of Columbia', 'zip4': '0003', 'zip5': '20426'}"
292048448,89603024F0077,DISTRIBUTED TECHNOLOGY GROUP LLC,ZK6MUHQC6DE4,2024-09-26,44545.2,DELIVERY ORDER,Department of Energy,Federal Energy Regulatory Commission,Department of Energy,Federal Energy Regulatory Commission,541519,OTHER COMPUTER RELATED SERVICES,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),BLUEBEAM RENEWAL,"{'city_name': 'WASHINGTON', 'congressional_code': '98', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'DISTRICT OF COLUMBIA', 'location_country_code': 'USA', 'state_code': 'DC', 'state_name': 'District Of Columbia', 'zip4': '0003', 'zip5': '20426'}"
292048453,89603024F0083,"ABBA TECHNOLOGIES, INC.",J84GXV5ZKJK9,2024-09-26,9308.06,DELIVERY ORDER,Department of Energy,Federal Energy Regulatory Commission,Department of Energy,Federal Energy Regulatory Commission,541519,OTHER COMPUTER RELATED SERVICES,J075,MAINT/REPAIR/REBUILD OF EQUIPMENT- OFFICE SUPPLIES AND DEVICES,MAINTENANCE FOR FUJITSU SCANNERS,"{'city_name': 'WASHINGTON', 'congressional_code': '98', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'DISTRICT OF COLUMBIA', 'location_country_code': 'USA', 'state_code': 'DC', 'state_name': 'District Of Columbia', 'zip4': '0003', 'zip5': '20436'}"
292048456,89603024F0088,SIEMENS INDUSTRY INC,JZXZSN3BBL98,2024-09-26,155443.44,BPA CALL,Department of Energy,Federal Energy Regulatory Commission,Department of Energy,Federal Energy Regulatory Commission,561210,FACILITIES SUPPORT SERVICES,6350,"MISCELLANEOUS ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS","PHYSICAL ACCESS CONTROL, VISITOR MANAGEMENT, AND VIDEO SURVEILLANCE SYSTEM (PACS)","{'city_name': 'BUFFALO GROVE', 'congressional_code': '10', 'country_name': 'UNITED STATES', 'county_code': '097', 'county_name': 'LAKE', 'location_country_code': 'USA', 'state_code': 'IL', 'state_name': 'Illinois', 'zip4': '4547', 'zip5': '60089'}"
292048483,89603024P0036,"WOLTERS KLUWER FINANCIAL SERVICES, INC.",DBKSJMTTQJA1,2024-09-26,54481.24,PURCHASE ORDER,Department of Energy,Federal Energy Regulatory Commission,Department of Energy,Federal Energy Regulatory Commission,541519,OTHER COMPUTER RELATED SERVICES,7C21,IT AND TELECOM - OTHER DATA CENTER FACILITIES PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),TEAMMATE RATIFICATION,"{'city_name': 'WASHINGTON', 'congressional_code': '98', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'DISTRICT OF COLUMBIA', 'location_country_code': 'USA', 'state_code': 'DC', 'state_name': 'District Of Columbia', 'zip4': '0003', 'zip5': '20426'}"
292048484,89603024P0037,"FLOW SCIENCE, INC",JFX2X3EN33M7,2024-09-26,48750.0,PURCHASE ORDER,Department of Energy,Federal Energy Regulatory Commission,Department of Energy,Federal Energy Regulatory Commission,513210,SOFTWARE PUBLISHERS,7A20,IT AND TELECOM - APPLICATION DEVELOPMENT SOFTWARE (PERPETUAL LICENSE SOFTWARE),FLOW ADD ON,"{'city_name': 'WASHINGTON', 'congressional_code': '98', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'DISTRICT OF COLUMBIA', 'location_country_code': 'USA', 'state_code': 'DC', 'state_name': 'District Of Columbia', 'zip4': '0003', 'zip5': '20426'}"
292048485,89603024P0038,THE MILLENNIUM GROUP INT'L LLC,LHT8DYZ52ER4,2024-09-26,218504.45,PURCHASE ORDER,Department of Energy,Federal Energy Regulatory Commission,Department of Energy,Federal Energy Regulatory Commission,513210,SOFTWARE PUBLISHERS,7J20,IT AND TELECOM - SECURITY AND COMPLIANCE PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),PDF CONVERSION TOOL - ADLIB,"{'city_name': 'WASHINGTON', 'congressional_code': '98', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'DISTRICT OF COLUMBIA', 'location_country_code': 'USA', 'state_code': 'DC', 'state_name': 'District Of Columbia', 'zip4': '0003', 'zip5': '20426'}"
292050009,89703021CAR000007,GOTTLIEB PAUL A,LHR2FS6NEKX4,2024-09-26,0.0,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,R418,SUPPORT- PROFESSIONAL: LEGAL,EO14042  *****  THE PURPOSE OF THIS MODIFICATION IS TO CLOSE THE CONTRACT.  SEE CLOSEOUT CHECKLIST FOR ADDITIONAL INFORMATION.  *****,"{'city_name': 'WASHINGTON', 'congressional_code': '98', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'DISTRICT OF COLUMBIA', 'location_country_code': 'USA', 'state_code': 'DC', 'state_name': 'District Of Columbia', 'zip4': '2123', 'zip5': '20024'}"
295475790,DEAC0205CH11231,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,PKK5TD16N4H1,2024-09-26,235865.0,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541710,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES",M181,OPER OF GOVT R&D GOCO FACILITIES,"THIS IS A PERFORMANCE-BASED CONTRACT FOR MANAGEMENT AND OPERATION OF LBNL. THE PURPOSE OF THIS MODIFICATION IS TO OBLIGATE DOE APPROPRIATED FUNDS IN THE AMOUNT OF $235,865.00 (OPERATIONS $235,865.00 AND CONSTRUCTION $0).","{'city_name': 'BERKELEY', 'congressional_code': '12', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'ALAMEDA', 'location_country_code': 'USA', 'state_code': 'CA', 'state_name': 'California', 'zip4': '8099', 'zip5': '94720'}"
295475790,DEAC0205CH11231,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,PKK5TD16N4H1,2024-09-26,7126640.24,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Defense,Defense Health Agency,541710,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES",M181,OPER OF GOVT R&D GOCO FACILITIES,"THIS IS A PERFORMANCE-BASED CONTRACT FOR MANAGEMENT AND OPERATION OF LBNL. THE PURPOSE OF THIS MODIFICATION IS TO OBLIGATE STRATEGIC PARTNERSHIP PROGRAM FUNDS IN THE AMOUNT OF $7,126,640.24 IN APPROPRIATED FUNDS AND $358,019.96 IN NON APPROPRIATED FU","{'city_name': 'BERKELEY', 'congressional_code': '12', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'ALAMEDA', 'location_country_code': 'USA', 'state_code': 'CA', 'state_name': 'California', 'zip4': '8099', 'zip5': '94720'}"
295475802,DEAC0207CH11358,IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY,DQDBM7FGJPC5,2024-09-26,0.0,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541710,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES",M181,OPER OF GOVT R&D GOCO FACILITIES,"MANAGEMENT & OPERATING (M&O) CONTRACT NO. DE-AC02-07CH11358 FOR THE MANAGEMENT AND OPERATION OF THE AAMES NATIONAL LABORATORY.  TOTAL NON-APPROPRIATED FUNDS:           $58,252.43  SIGMA-ALDRICH CO. PROJECT 451300.003 AGREEMENT NO. AL-SPP","{'city_name': 'AMES', 'congressional_code': '04', 'country_name': 'UNITED STATES', 'county_code': '169', 'county_name': 'STORY', 'location_country_code': 'USA', 'state_code': 'IA', 'state_name': 'Iowa', 'zip4': '2038', 'zip5': '50011'}"
295475802,DEAC0207CH11358,IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY,DQDBM7FGJPC5,2024-09-26,2491399.0,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541710,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES",M181,OPER OF GOVT R&D GOCO FACILITIES,"MANAGEMENT & OPERATING (M&O) CONTRACT NO. DE-AC02-07CH11358 FOR THE MANAGEMENT AND OPERATION OF THE AAMES NATIONAL LABORATORY.  TOTAL NON-APPROPRIATED FUNDS:           $58,252.43  SIGMA-ALDRICH CO. PROJECT 451300.003 AGREEMENT NO. AL-SPP","{'city_name': 'AMES', 'congressional_code': '04', 'country_name': 'UNITED STATES', 'county_code': '169', 'county_name': 'STORY', 'location_country_code': 'USA', 'state_code': 'IA', 'state_name': 'Iowa', 'zip4': '2038', 'zip5': '50011'}"
295476106,DEAC0500OR22725,UT-BATTELLE LLC,ZLHJJ57QA2H8,2024-09-26,113072473.27,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,561210,FACILITIES SUPPORT SERVICES,M181,OPER OF GOVT R&D GOCO FACILITIES,MANAGEMENT AND OPERATION OF THE OAK RIDGE NATIONAL LABORATORY,"{'city_name': 'OAK RIDGE', 'congressional_code': '03', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'ANDERSON', 'location_country_code': 'USA', 'state_code': 'TN', 'state_name': 'Tennessee', 'zip4': '8313', 'zip5': '37830'}"
295476106,DEAC0500OR22725,UT-BATTELLE LLC,ZLHJJ57QA2H8,2024-09-26,106735342.75,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,561210,FACILITIES SUPPORT SERVICES,M181,OPER OF GOVT R&D GOCO FACILITIES,MANAGEMENT AND OPERATION OF THE OAK RIDGE NATIONAL LABORATORY,"{'city_name': 'OAK RIDGE', 'congressional_code': '03', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'ANDERSON', 'location_country_code': 'USA', 'state_code': 'TN', 'state_name': 'Tennessee', 'zip4': '8313', 'zip5': '37830'}"
295476124,DEAC0504OR22860,"ISOTEK SYSTEMS, LLC",WJZ8KR7KSA33,2024-09-26,3151942.0,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,561990,ALL OTHER SUPPORT SERVICES,Z235,MAINT-REP-ALT/EPG - NUCLEAR,U-233 DISPOSITION PROJECT,"{'city_name': 'OAK RIDGE', 'congressional_code': '03', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'ANDERSON', 'location_country_code': 'USA', 'state_code': 'TN', 'state_name': 'Tennessee', 'zip4': '8313', 'zip5': '37830'}"
295476141,DEAC0506OR23177,"JEFFERSON SCIENCE ASSOCIATES, LLC",MTWLVRJR54N7,2024-09-26,2638410.0,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541710,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES",M181,OPER OF GOVT R&D GOCO FACILITIES,"MANAGEMENT AND OPERATION OF THE THOMAS JEFFERSON NATIONAL ACCELERATOR FACILITY   (DOE FUNDS $2,638,410.00 AND NON-APPROPRIATED FUNDS $471,666.67)","{'city_name': 'NEWPORT NEWS', 'congressional_code': '03', 'country_name': 'UNITED STATES', 'county_code': '700', 'county_name': 'NEWPORT NEWS CITY', 'location_country_code': 'USA', 'state_code': 'VA', 'state_name': 'Virginia', 'zip4': '4468', 'zip5': '23606'}"
295476174,DEAC0576RL01830,BATTELLE MEMORIAL INSTITUTE,CWKJEXDG79A7,2024-09-26,3883495.15,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541710,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES",M181,OPER OF GOVT R&D GOCO FACILITIES,BATTELLE MEMORIAL INSTITUTE/PACIFIC NORTHWEST LABORATORY MANAGEMENT AND OPERATING CONTRACT: THIS UNILATERAL MOD OBLIGATES AGENCY FOR INTERNATIONAL DEVELOPMENT (TAS 19 1037) FUNDING.,"{'city_name': 'RICHLAND', 'congressional_code': '04', 'country_name': 'UNITED STATES', 'county_code': '005', 'county_name': 'BENTON', 'location_country_code': 'USA', 'state_code': 'WA', 'state_name': 'Washington', 'zip4': '1793', 'zip5': '99354'}"
295476437,DEAC0908SR22470,SAVANNAH RIVER NUCLEAR SOLUTIONS LLC,XLQ7CKUSQSD5,2024-09-26,0.0,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,561210,FACILITIES SUPPORT SERVICES,M159,OPER OF GOVT OTHER INDUSTRIAL BLDG,"INCORPORATE SAVANNAH RIVER NUCLEAR SOLUTIONS FY25 PERFORMANCE EVALUATION MEASUREMENT PLAN (PEMP) EVALUATION PERIOD OCTOBER 1, 2024 THROUGH SEPTEMBER 30, 2025.","{'city_name': 'AIKEN', 'congressional_code': '02', 'country_name': 'UNITED STATES', 'county_code': '003', 'county_name': 'AIKEN', 'location_country_code': 'USA', 'state_code': 'SC', 'state_name': 'South Carolina', 'zip4': '0900', 'zip5': '29803'}"
295476907,DEAC2708RV14800,WASHINGTON RIVER PROTECTION SOLUTIONS LLC,CQE8EF6LB317,2024-09-26,23125401.2,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,562211,HAZARDOUS WASTE TREATMENT AND DISPOSAL,M300,OPER OF GOVT RESTORATION,"THE PURPOSE OF THIS MODIFICATION IS TO OBLIGATE INCREMENTAL FUNDS AND UPDATE CONTRACT SECTION B.3(A), OBLIGATION AND AVAILABILITY OF FUNDS.","{'city_name': 'RICHLAND', 'congressional_code': '04', 'country_name': 'UNITED STATES', 'county_code': '005', 'county_name': 'BENTON', 'location_country_code': 'USA', 'state_code': 'WA', 'state_name': 'Washington', 'zip4': '2002', 'zip5': '99354'}"
295476975,DEAC3010CC40017,FLUOR-BWXT PORTSMOUTH LLC,NG33LHHLGG15,2024-09-26,0.0,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,562910,REMEDIATION SERVICES,P500,SALVAGE- DEMOLITION OF STRUCTURES/FACILITIES (OTHER THAN BUILDINGS),PORTSMOUTH GASEOUS DIFFUSION PLANT DECONTAMINATION AND DECOMMISSIONING PROJECT. INCREMENTAL FUNDING.,"{'city_name': 'PIKETON', 'congressional_code': '02', 'country_name': 'UNITED STATES', 'county_code': '131', 'county_name': 'PIKE', 'location_country_code': 'USA', 'state_code': 'OH', 'state_name': 'Ohio', 'zip4': '9749', 'zip5': '45661'}"
295476975,DEAC3010CC40017,FLUOR-BWXT PORTSMOUTH LLC,NG33LHHLGG15,2024-09-26,0.0,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,562910,REMEDIATION SERVICES,P500,SALVAGE- DEMOLITION OF STRUCTURES/FACILITIES (OTHER THAN BUILDINGS),"PORTSMOUTH GASEOUS DIFFUSION PLANT DECONTAMINATION AND DECOMMISSIONING PROJECT. ISSUE CHANGE ORDER AND EXTEND CONTRACT THROUGH MAY 31, 2025.","{'city_name': 'PIKETON', 'congressional_code': '02', 'country_name': 'UNITED STATES', 'county_code': '131', 'county_name': 'PIKE', 'location_country_code': 'USA', 'state_code': 'OH', 'state_name': 'Ohio', 'zip4': '9749', 'zip5': '45661'}"
295476975,DEAC3010CC40017,FLUOR-BWXT PORTSMOUTH LLC,NG33LHHLGG15,2024-09-26,31210102.72,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,562910,REMEDIATION SERVICES,P500,SALVAGE- DEMOLITION OF STRUCTURES/FACILITIES (OTHER THAN BUILDINGS),PORTSMOUTH GASEOUS DIFFUSION PLANT DECONTAMINATION AND DECOMMISSIONING PROJECT. INCREMENTAL FUNDING CONTRACT LINE ITEM NUMBERS 3 7 AND 8.,"{'city_name': 'PIKETON', 'congressional_code': '02', 'country_name': 'UNITED STATES', 'county_code': '131', 'county_name': 'PIKE', 'location_country_code': 'USA', 'state_code': 'OH', 'state_name': 'Ohio', 'zip4': '9749', 'zip5': '45661'}"
295477012,DEAC3608GO28308,"ALLIANCE FOR ENERGY INNOVATION, LLC",DVGLNXBURMP3,2024-09-26,40294310.46,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541711,RESEARCH AND DEVELOPMENT IN BIOTECHNOLOGY,M181,OPER OF GOVT R&D GOCO FACILITIES,"MODIFICATION NUMBER 1446 PROVIDES TOTAL FUNDING IN THE AMOUNT OF $40,294,310.46 FOR DOE BIL FUNDING. THIS INCLUDES APPROPRIATED FUNDING IN THE AMOUNT OF $40,294,310.46 AND IS REPORTED IN FPDS-NG, THE REMAINING NON-APPROPRIATED FUNDING IN THE AMOUNT O","{'city_name': 'LAKEWOOD', 'congressional_code': '07', 'country_name': 'UNITED STATES', 'county_code': '059', 'county_name': 'JEFFERSON', 'location_country_code': 'USA', 'state_code': 'CO', 'state_name': 'Colorado', 'zip4': '3312', 'zip5': '80401'}"
295498931,DEAT3011CC00084,"AMENTUM ENVIRONMENT & ENERGY, INC.",EPJXJJAXYF38,2024-09-26,0.0,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,562910,REMEDIATION SERVICES,F999,OTHER ENVIRONMENTAL SERVICES,EM NATIONWIDE IDIQ CONTRACT UNRESTRICTED OBLIGATION - MINIMUM QUANTITY.,"{'city_name': 'CINCINNATI', 'congressional_code': '01', 'country_name': 'UNITED STATES', 'county_code': '061', 'county_name': 'HAMILTON', 'location_country_code': 'USA', 'state_code': 'OH', 'state_name': 'Ohio', 'zip4': '4154', 'zip5': '45202'}"
295516633,DEDT0012485,"FISHER AND ARNOLD, INC.",WUQLKH2XDVE5,2024-09-26,-9626.62,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541310,ARCHITECTURAL SERVICES,C1BG,ARCHITECT AND ENGINEERING- CONSTRUCTION: ELECTRONIC AND COMMUNICATIONS FACILITIES,DE-OBLIGATION OF FUNDS,"{'city_name': 'GORE', 'congressional_code': '02', 'country_name': 'UNITED STATES', 'county_code': '135', 'county_name': 'SEQUOYAH', 'location_country_code': 'USA', 'state_code': 'OK', 'state_name': 'Oklahoma', 'zip4': '0066', 'zip5': '74435'}"
