endpoint,record_date,classification_desc,amount_field,amount_usd,fiscal_year
mts_table_5,2024-09-30,Water and Related Resources,current_fytd_net_outly_amt,2445298799.44,2024
mts_table_5,2024-09-30,Water and Science:,,,2024
mts_table_5,2024-09-30,Weapons Activities,current_fytd_net_outly_amt,17954330428.11,2024
mts_table_5,2024-09-30,Wildland Fire Management,current_fytd_net_outly_amt,5237645553.31,2024
mts_table_5,2024-09-30,Working Capital Fund,current_fytd_net_outly_amt,573022158.51,2024
mts_table_6,2024-09-30,Accrued Interest Payable to the Public,fytd_net_txn_amt,17323013786.8,2024
mts_table_6,2024-09-30,"Agency Securities, Issued Under Special Financing Authorities (See Schedule B; for Other Agency Borrowing, See Schedule C)",fytd_net_txn_amt,697739023.0,2024
mts_table_6,2024-09-30,Allocations of Special Drawing Rights,fytd_net_txn_amt,4754133580.66,2024
mts_table_6,2024-09-30,Asset Accounts (Deduct),,,2024
mts_table_6,2024-09-30,Balance,fytd_net_txn_amt,-3237168839.98,2024
mts_table_6,2024-09-30,Balance,fytd_net_txn_amt,228836065771.59,2024
mts_table_6,2024-09-30,Balance,fytd_net_txn_amt,5837216627.72,2024
mts_table_6,2024-09-30,Borrowing from the Public:,,,2024
mts_table_6,2024-09-30,Cash and Monetary Assets:,,,2024
mts_table_6,2024-09-30,Debt Held by the Public,fytd_net_txn_amt,1977169817587.95,2024
mts_table_6,2024-09-30,Deduct:,,,2024
mts_table_6,2024-09-30,Deposit Funds,fytd_net_txn_amt,3133596732.22,2024
mts_table_6,2024-09-30,Direct Quota Payments,fytd_net_txn_amt,0.0,2024
mts_table_6,2024-09-30,Dollar Deposits with the IMF,fytd_net_txn_amt,91242788.57,2024
mts_table_6,2024-09-30,Excess of Liabilities (+) or Assets (-),fytd_net_txn_amt,1828405248939.66,2024
mts_table_6,2024-09-30,Federal Reserve Account,fytd_net_txn_amt,228836065771.59,2024
mts_table_6,2024-09-30,Federal Securities Held as Investments of Government Accounts (See Schedule D),fytd_net_txn_amt,321124171252.62,2024
mts_table_6,2024-09-30,Intragovernmental Holdings,fytd_net_txn_amt,320170066857.47,2024
mts_table_6,2024-09-30,Less Discount on Federal Securities Held as Investments of Government Accounts,fytd_net_txn_amt,39173688841.85,2024
mts_table_6,2024-09-30,Less Discount on Treasury Securities,fytd_net_txn_amt,61132174453.48,2024
mts_table_6,2024-09-30,Letter of Credit Issued to IMF,fytd_net_txn_amt,-2700778008.02,2024
mts_table_6,2024-09-30,Liability Accounts:,,,2024
mts_table_6,2024-09-30,Loans to International Monetary Fund,fytd_net_txn_amt,-79206205.29,2024
mts_table_6,2024-09-30,Maintenance of Value Adjustments,fytd_net_txn_amt,3435586001.01,2024
mts_table_6,2024-09-30,Miscellaneous Asset Accounts,fytd_net_txn_amt,-90535110.0,2024
mts_table_6,2024-09-30,Miscellaneous Liability Accounts (Includes Checks Outstanding Etc.),fytd_net_txn_amt,9479282147.17,2024
mts_table_6,2024-09-30,"Net Activity, Direct Loan Financing (See Schedule E)",fytd_net_txn_amt,-92449039857.37,2024
mts_table_6,2024-09-30,"Net Activity, Guaranteed Loan Financing (See Schedule E)",fytd_net_txn_amt,27058147509.13,2024
mts_table_6,2024-09-30,Net Federal Securities Held as Investments of Government Accounts,fytd_net_txn_amt,281950482410.77,2024
mts_table_6,2024-09-30,Non-Federal Securities of the National Railroad Retirement Investment Trust,fytd_net_txn_amt,1661669166.97,2024
mts_table_6,2024-09-30,Other Cash and Monetary Assets,fytd_net_txn_amt,-1442920427.46,2024
mts_table_6,2024-09-30,Plus Premium on Treasury Securities,fytd_net_txn_amt,4854484723.95,2024
mts_table_6,2024-09-30,Receivable/Payable (-) for Interim Maintenance of Value Adjustments,fytd_net_txn_amt,-4063219621.54,2024
mts_table_6,2024-09-30,Reserve Position on the U.S. Quota in the IMF:,,,2024
mts_table_6,2024-09-30,SDR Certificates Issued to Federal Reserve Banks,fytd_net_txn_amt,-5000000000.0,2024
mts_table_6,2024-09-30,Special Drawing Rights:,,,2024
mts_table_6,2024-09-30,Total Asset Accounts,fytd_net_txn_amt,166094228635.31,2024
mts_table_6,2024-09-30,Total Borrowing from the Public,fytd_net_txn_amt,1959809451328.12,2024
mts_table_6,2024-09-30,Total Budget and Off-Budget Federal Entities (Financing of Deficit (+) or Disposition of Surplus (-)),fytd_net_txn_amt,1832816135978.04,2024
mts_table_6,2024-09-30,Total Cash and Monetary Assets,fytd_net_txn_amt,229913986926.58,2024
mts_table_6,2024-09-30,Total Federal Securities,fytd_net_txn_amt,2241759933738.89,2024
mts_table_6,2024-09-30,Total Holdings,fytd_net_txn_amt,10837216627.72,2024
mts_table_6,2024-09-30,Total Liability Accounts,fytd_net_txn_amt,1994499477574.97,2024
mts_table_6,2024-09-30,Total Treasury Securities Net of Premium and Discount,fytd_net_txn_amt,2241062194715.89,2024
mts_table_6,2024-09-30,Total Treasury Securities Outstanding,fytd_net_txn_amt,2297339884445.42,2024
mts_table_6,2024-09-30,Transactions Not Applied to Current Year's Surplus or Deficit (See Schedule A for Details),fytd_net_txn_amt,4410887038.38,2024
mts_table_6,2024-09-30,"Treasury Securities, Issued Under General Financing Authorities:",,,2024
mts_table_6,2024-09-30,U.S. Subscription to International Monetary Fund:,,,2024
mts_table_6,2024-09-30,U.S. Treasury Operating Cash:,,,2024
